chr	start	end	rDHS_accession	cCRE_accession	group
chr19	30588974	30589134	EH38D3054101	EH38E1948324	dELS
chr19	30590655	30590874	EH38D3054103	EH38E1948325	dELS
chr19	30593771	30593949	EH38D3054106	EH38E1948328	dELS
chr19	30621380	30621681	EH38D3054122	EH38E1948335	dELS
chr19	30621687	30621889	EH38D3054123	EH38E1948336	dELS
chr19	30649243	30649403	EH38D3054149	EH38E1948347	dELS,CTCF-bound
chr19	30651720	30652051	EH38D3054155	EH38E1948353	dELS
chr19	30656096	30656318	EH38D3054158	EH38E1948355	dELS
chr19	30656439	30656767	EH38D3054159	EH38E1948356	dELS
chr19	30732008	30732172	EH38D3054240	EH38E1948411	CTCF-only,CTCF-bound
chr19	30789206	30789469	EH38D3054279	EH38E1948431	dELS
chr19	30842892	30843093	EH38D3054306	EH38E1948443	DNase-H3K4me3
chr19	30847555	30847874	EH38D3054308	EH38E1948445	CTCF-only,CTCF-bound
chr19	30849488	30849719	EH38D3054311	EH38E1948448	DNase-H3K4me3
chr19	30855496	30855665	EH38D3054318	EH38E1948449	CTCF-only,CTCF-bound
chr19	30859447	30859725	EH38D3054323	EH38E1948451	DNase-H3K4me3
chr19	30859746	30859947	EH38D3054324	EH38E1948452	CTCF-only,CTCF-bound
chr19	30899291	30899444	EH38D3054367	EH38E1948470	CTCF-only,CTCF-bound
chr19	30954177	30954521	EH38D3054397	EH38E1948478	dELS
chr19	30973937	30974287	EH38D3054411	EH38E1948485	CTCF-only,CTCF-bound
chr19	31093091	31093296	EH38D3054485	EH38E1948523	dELS
chr19	31120710	31121039	EH38D3054516	EH38E1948540	dELS
chr19	31255951	31256131	EH38D3054613	EH38E1948584	dELS,CTCF-bound
chr19	31257279	31257617	EH38D3054617	EH38E1948587	dELS
chr19	31257799	31258040	EH38D3054618	EH38E1948588	dELS
chr19	31269036	31269362	EH38D3054633	EH38E1948601	dELS
chr19	31295076	31295373	EH38D3054664	EH38E1948621	dELS
chr19	31295553	31295715	EH38D3054665	EH38E1948622	dELS
chr19	31296117	31296356	EH38D3054666	EH38E1948623	dELS
chr19	31297137	31297362	EH38D3054668	EH38E1948625	dELS
chr19	31301362	31301544	EH38D3054669	EH38E1948626	dELS
chr19	31301548	31301860	EH38D3054670	EH38E1948627	dELS
chr19	31308692	31308845	EH38D3054678	EH38E1948632	dELS
chr19	31314454	31314652	EH38D3054686	EH38E1948636	dELS
chr19	31369463	31369649	EH38D3054763	EH38E1948710	dELS
chr19	31385918	31386261	EH38D3054775	EH38E1948716	dELS
chr19	31453247	31453575	EH38D3054838	EH38E1948746	DNase-H3K4me3
chr19	31494594	31494856	EH38D3054860	EH38E1948754	CTCF-only,CTCF-bound
chr19	31513939	31514217	EH38D3054876	EH38E1948759	DNase-H3K4me3
chr19	31517082	31517270	EH38D3054881	EH38E1948760	dELS,CTCF-bound
chr19	31531055	31531255	EH38D3054892	EH38E1948766	CTCF-only,CTCF-bound
chr19	31561186	31561368	EH38D3054917	EH38E1948777	dELS
chr19	31570573	31570910	EH38D3054925	EH38E1948780	dELS
chr19	31629643	31629980	EH38D3054976	EH38E1948801	dELS
chr19	31671871	31672215	EH38D3055007	EH38E1948806	dELS
chr19	31693636	31693933	EH38D3055020	EH38E1948815	dELS
chr19	31720328	31720608	EH38D3055044	EH38E1948824	dELS
chr19	31828424	31828758	EH38D3055101	EH38E1948847	CTCF-only,CTCF-bound
chr19	31876319	31876512	EH38D3055119	EH38E1948854	CTCF-only,CTCF-bound
chr19	31883794	31884118	EH38D3055126	EH38E1948857	dELS
chr19	31913258	31913603	EH38D3055152	EH38E1948872	DNase-H3K4me3
chr19	31916437	31916684	EH38D3055153	EH38E1948873	DNase-H3K4me3
chr19	31940919	31941261	EH38D3055161	EH38E1948877	dELS
chr19	31976811	31977160	EH38D3055195	EH38E1948900	dELS
chr19	32003150	32003351	EH38D3055211	EH38E1948903	dELS
chr19	32091605	32091774	EH38D3055277	EH38E1948930	dELS,CTCF-bound
chr19	32096624	32096960	EH38D3055278	EH38E1948931	CTCF-only,CTCF-bound
chr19	32097679	32098026	EH38D3055280	EH38E1948933	dELS
chr19	32098256	32098524	EH38D3055281	EH38E1948934	dELS
chr19	32098621	32098875	EH38D3055282	EH38E1948935	dELS
chr19	32130401	32130696	EH38D3055298	EH38E1948945	dELS
chr19	32130875	32131135	EH38D3055299	EH38E1948946	dELS
chr19	32131180	32131339	EH38D3055300	EH38E1948947	dELS,CTCF-bound
chr19	32140686	32140877	EH38D3055303	EH38E1948948	CTCF-only,CTCF-bound
chr19	32183016	32183293	EH38D3055336	EH38E1948960	CTCF-only,CTCF-bound
chr19	32257066	32257285	EH38D3055383	EH38E1948981	CTCF-only,CTCF-bound
chr19	32266494	32266791	EH38D3055390	EH38E1948985	dELS
chr19	32308573	32308771	EH38D3055412	EH38E1948992	dELS,CTCF-bound
chr19	32330506	32330755	EH38D3055430	EH38E1949006	dELS
chr19	32353102	32353399	EH38D3055463	EH38E1949034	dELS
chr19	32357277	32357429	EH38D3055469	EH38E1949039	dELS
chr19	32426460	32426722	EH38D3055531	EH38E1949094	dELS
chr19	32428364	32428596	EH38D3055533	EH38E1949096	dELS,CTCF-bound
chr19	32432169	32432436	EH38D3055536	EH38E1949098	dELS
chr19	32432664	32432871	EH38D3055537	EH38E1949099	dELS
chr19	32432922	32433176	EH38D3055538	EH38E1949100	dELS
chr19	32437101	32437439	EH38D3055541	EH38E1949102	dELS,CTCF-bound
chr19	32441951	32442283	EH38D3055543	EH38E1949104	dELS
chr19	32442659	32442943	EH38D3055544	EH38E1949105	dELS
chr19	32481838	32482164	EH38D3055578	EH38E1949127	dELS
chr19	32486324	32486525	EH38D3055583	EH38E1949131	dELS
chr19	32491316	32491490	EH38D3055586	EH38E1949133	CTCF-only,CTCF-bound
chr19	32497356	32497686	EH38D3055590	EH38E1949134	dELS
chr19	32498243	32498506	EH38D3055591	EH38E1949135	dELS
chr19	32520275	32520428	EH38D3055597	EH38E1949139	dELS
chr19	32525430	32525777	EH38D3055598	EH38E1949140	CTCF-only,CTCF-bound
chr19	32554904	32555083	EH38D3055617	EH38E1949145	CTCF-only,CTCF-bound
chr19	32559344	32559661	EH38D3055623	EH38E1949146	DNase-H3K4me3
chr19	32598619	32598849	EH38D3055643	EH38E1949161	dELS
chr19	32622399	32622600	EH38D3055653	EH38E1949170	dELS,CTCF-bound
chr19	32627019	32627289	EH38D3055655	EH38E1949172	dELS,CTCF-bound
chr19	32649810	32650061	EH38D3055668	EH38E1949183	dELS,CTCF-bound
chr19	32650774	32650975	EH38D3055669	EH38E1949184	dELS
chr19	32660615	32660961	EH38D3055683	EH38E1949194	dELS
chr19	32666197	32666379	EH38D3055688	EH38E1949198	PLS,CTCF-bound
chr19	32666837	32667114	EH38D3055689	EH38E1949199	pELS,CTCF-bound
chr19	32667524	32667709	EH38D3055690	EH38E1949200	pELS
chr19	32700191	32700358	EH38D3055730	EH38E1949236	dELS
chr19	32704548	32704732	EH38D3055734	EH38E1949239	dELS
chr19	32705950	32706219	EH38D3055735	EH38E1949240	dELS
chr19	32709078	32709417	EH38D3055738	EH38E1949243	dELS
chr19	32775929	32776120	EH38D3055768	EH38E1949259	CTCF-only,CTCF-bound
chr19	32790317	32790558	EH38D3055775	EH38E1949262	dELS
chr19	32812070	32812385	EH38D3055789	EH38E1949269	dELS,CTCF-bound
chr19	32817332	32817572	EH38D3055793	EH38E1949272	dELS
chr19	32829068	32829296	EH38D3055809	EH38E1949284	dELS,CTCF-bound
chr19	32837605	32837826	EH38D3055813	EH38E1949288	CTCF-only,CTCF-bound
chr19	32855064	32855397	EH38D3055820	EH38E1949289	dELS
chr19	32855685	32855970	EH38D3055821	EH38E1949290	dELS
chr19	32859788	32860074	EH38D3055823	EH38E1949291	CTCF-only,CTCF-bound
chr19	32866119	32866369	EH38D3055827	EH38E1949292	DNase-H3K4me3
chr19	32892638	32892843	EH38D3055856	EH38E1949313	DNase-H3K4me3
chr19	32909364	32909586	EH38D3055867	EH38E1949319	dELS,CTCF-bound
chr19	32994892	32995200	EH38D3055910	EH38E1949344	CTCF-only,CTCF-bound
chr19	33130031	33130334	EH38D3056027	EH38E1949440	pELS
chr19	33170394	33170661	EH38D3056053	EH38E1949458	dELS
chr19	33208571	33208808	EH38D3056113	EH38E1949503	pELS
chr19	33212557	33212748	EH38D3056120	EH38E1949507	dELS
chr19	33217688	33217903	EH38D3056124	EH38E1949510	PLS
chr19	33217990	33218234	EH38D3056125	EH38E1949511	pELS,CTCF-bound
chr19	33218261	33218488	EH38D3056126	EH38E1949512	DNase-H3K4me3
chr19	33233519	33233834	EH38D3056143	EH38E1949522	DNase-H3K4me3,CTCF-bound
chr19	33238476	33238822	EH38D3056152	EH38E1949527	dELS
chr19	33256628	33256848	EH38D3056176	EH38E1949548	CTCF-only,CTCF-bound
chr19	33283633	33283942	EH38D3056205	EH38E1949572	pELS
chr19	33319735	33319903	EH38D3056269	EH38E1949632	dELS
chr19	33323091	33323426	EH38D3056273	EH38E1949634	dELS
chr19	33335450	33335793	EH38D3056283	EH38E1949642	dELS
chr19	33343932	33344150	EH38D3056288	EH38E1949647	dELS,CTCF-bound
chr19	33345272	33345482	EH38D3056292	EH38E1949650	dELS
chr19	33357610	33357950	EH38D3056302	EH38E1949656	dELS
chr19	33387409	33387722	EH38D3056331	EH38E1949682	dELS
chr19	33412512	33412859	EH38D3056381	EH38E1949721	DNase-H3K4me3
chr19	33433240	33433542	EH38D3056408	EH38E1949738	dELS
chr19	33459292	33459635	EH38D3056441	EH38E1949756	dELS
chr19	33500185	33500535	EH38D3056495	EH38E1949778	dELS
chr19	33502014	33502334	EH38D3056498	EH38E1949780	dELS
chr19	33510857	33511059	EH38D3056512	EH38E1949794	dELS
chr19	33511555	33511725	EH38D3056513	EH38E1949795	dELS
chr19	33511759	33511988	EH38D3056514	EH38E1949796	dELS
chr19	33525358	33525684	EH38D3056533	EH38E1949811	CTCF-only,CTCF-bound
chr19	33546519	33546754	EH38D3056544	EH38E1949815	CTCF-only,CTCF-bound
chr19	33580047	33580257	EH38D3056580	EH38E1949827	dELS
chr19	33602734	33603022	EH38D3056589	EH38E1949831	DNase-H3K4me3
chr19	33611262	33611526	EH38D3056598	EH38E1949836	CTCF-only,CTCF-bound
chr19	33617990	33618187	EH38D3056603	EH38E1949837	CTCF-only,CTCF-bound
chr19	33645341	33645621	EH38D0891529	EH38E1949858	CTCF-only,CTCF-bound
chr19	33654854	33655061	EH38D3056640	EH38E1949862	DNase-H3K4me3,CTCF-bound
chr19	33665928	33666172	EH38D3056647	EH38E1949866	CTCF-only,CTCF-bound
chr19	33691411	33691623	EH38D3056682	EH38E1949888	dELS
chr19	33698941	33699198	EH38D3056685	EH38E1949889	dELS
chr19	33712363	33712712	EH38D3056693	EH38E1949892	DNase-H3K4me3
chr19	33713255	33713585	EH38D3056694	EH38E1949893	DNase-H3K4me3
chr19	33720467	33720650	EH38D3056699	EH38E1949895	DNase-H3K4me3,CTCF-bound
chr19	33726829	33727179	EH38D3056708	EH38E1949903	dELS
chr19	33728447	33728688	EH38D3056710	EH38E1949905	dELS
chr19	33756206	33756547	EH38D3056731	EH38E1949917	CTCF-only,CTCF-bound
chr19	33769322	33769475	EH38D3056741	EH38E1949924	dELS,CTCF-bound
chr19	33770180	33770493	EH38D3056743	EH38E1949925	dELS
chr19	33881300	33881631	EH38D3056853	EH38E1950007	dELS,CTCF-bound
chr19	33989000	33989267	EH38D3056912	EH38E1950041	DNase-H3K4me3
chr19	34034939	34035243	EH38D3056935	EH38E1950054	dELS
chr19	34048385	34048714	EH38D3056945	EH38E1950058	DNase-H3K4me3,CTCF-bound
chr19	34056047	34056333	EH38D3056948	EH38E1950059	CTCF-only,CTCF-bound
chr19	34083619	34083965	EH38D3056966	EH38E1950068	dELS
chr19	34120174	34120517	EH38D3056989	EH38E1950078	CTCF-only,CTCF-bound
chr19	34128581	34128795	EH38D3056996	EH38E1950082	CTCF-only,CTCF-bound
chr19	34136376	34136713	EH38D3057006	EH38E1950088	dELS
chr19	34157282	34157440	EH38D3057019	EH38E1950092	CTCF-only,CTCF-bound
chr19	34187064	34187325	EH38D3057059	EH38E1950121	dELS
chr19	34215673	34216022	EH38D3057076	EH38E1950136	dELS
chr19	34240401	34240577	EH38D3057107	EH38E1950162	dELS
chr19	34243218	34243425	EH38D3057109	EH38E1950164	dELS
chr19	34250071	34250303	EH38D3057116	EH38E1950169	dELS
chr19	34267124	34267330	EH38D3057142	EH38E1950192	dELS
chr19	34284055	34284311	EH38D3057162	EH38E1950212	dELS
chr19	34289325	34289512	EH38D3057168	EH38E1950217	CTCF-only,CTCF-bound
chr19	34293217	34293402	EH38D3057171	EH38E1950220	dELS
chr19	34334282	34334549	EH38D3057216	EH38E1950259	dELS,CTCF-bound
chr19	34343520	34343700	EH38D3057222	EH38E1950264	dELS
chr19	34347613	34347956	EH38D3057225	EH38E1950267	dELS,CTCF-bound
chr19	34348106	34348420	EH38D3057226	EH38E1950268	dELS
chr19	34373434	34373646	EH38D3057255	EH38E1950292	dELS
chr19	34386482	34386711	EH38D3057261	EH38E1950295	dELS
chr19	34426350	34426623	EH38D3057287	EH38E1950317	pELS
chr19	34477378	34477685	EH38D3057324	EH38E1950351	dELS
chr19	34489508	34489665	EH38D3057343	EH38E1950365	dELS
chr19	34506104	34506279	EH38D3057358	EH38E1950376	CTCF-only,CTCF-bound
chr19	34543292	34543477	EH38D3057374	EH38E1950379	CTCF-only,CTCF-bound
chr19	34551202	34551533	EH38D3057378	EH38E1950380	CTCF-only,CTCF-bound
chr19	34595127	34595299	EH38D3057409	EH38E1950394	pELS
chr19	34619682	34620030	EH38D3057416	EH38E1950399	DNase-H3K4me3
chr19	34680011	34680226	EH38D3057447	EH38E1950424	dELS
chr19	34684904	34685250	EH38D3057450	EH38E1950425	dELS
chr19	34743426	34743753	EH38D3057483	EH38E1950442	DNase-H3K4me3,CTCF-bound
chr19	34794547	34794863	EH38D3057503	EH38E1950451	DNase-H3K4me3,CTCF-bound
chr19	34836463	34836722	EH38D3057522	EH38E1950460	pELS
chr19	34847458	34847721	EH38D3057535	EH38E1950470	DNase-H3K4me3
chr19	34949700	34949971	EH38D3057575	EH38E1950494	DNase-H3K4me3
chr19	35022518	35022846	EH38D3057648	EH38E1950557	dELS
chr19	35035035	35035244	EH38D3057670	EH38E1950578	pELS,CTCF-bound
chr19	35062380	35062593	EH38D3057706	EH38E1950608	dELS,CTCF-bound
chr19	35081205	35081538	EH38D3057731	EH38E1950626	dELS
chr19	35099918	35100247	EH38D3057755	EH38E1950648	dELS
chr19	35170447	35170796	EH38D3057857	EH38E1950738	dELS
chr19	35175169	35175376	EH38D3057863	EH38E1950742	dELS
chr19	35228629	35228966	EH38D3057917	EH38E1950786	pELS
chr19	35257181	35257380	EH38D3057944	EH38E1950806	dELS,CTCF-bound
chr19	35274231	35274425	EH38D3057979	EH38E1950831	dELS
chr19	35284444	35284700	EH38D3057987	EH38E1950838	dELS
chr19	35288350	35288674	EH38D3057991	EH38E1950841	DNase-H3K4me3
chr19	35289879	35290113	EH38D3057993	EH38E1950843	dELS
chr19	35290397	35290604	EH38D3057994	EH38E1950844	pELS
chr19	35315084	35315434	EH38D3058033	EH38E1950880	dELS
chr19	35381929	35382263	EH38D3058111	EH38E1950945	pELS
chr19	35403982	35404319	EH38D3058132	EH38E1950962	pELS
chr19	35472666	35473007	EH38D3058205	EH38E1951027	dELS
chr19	35553228	35553399	EH38D3058272	EH38E1951082	pELS,CTCF-bound
chr19	35553638	35553969	EH38D3058273	EH38E1951083	pELS
chr19	35571527	35571874	EH38D3058295	EH38E1951093	dELS
chr19	35623639	35623983	EH38D3058321	EH38E1951111	dELS
chr19	35662756	35663102	EH38D3058353	EH38E1951140	CTCF-only,CTCF-bound
chr19	35738450	35738740	EH38D3058422	EH38E1951191	dELS
chr19	35764947	35765290	EH38D3058469	EH38E1951227	dELS
chr19	35802859	35803098	EH38D3058507	EH38E1951250	dELS,CTCF-bound
chr19	35848292	35848464	EH38D3058534	EH38E1951269	dELS
chr19	35943351	35943689	EH38D3058643	EH38E1951361	dELS,CTCF-bound
chr19	35978305	35978617	EH38D3058667	EH38E1951376	CTCF-only,CTCF-bound
chr19	35978971	35979189	EH38D3058669	EH38E1951377	DNase-H3K4me3,CTCF-bound
chr19	36028370	36028679	EH38D3058708	EH38E1951401	dELS
chr19	36070022	36070221	EH38D3058749	EH38E1951431	pELS
chr19	36089762	36089973	EH38D3058758	EH38E1951437	dELS,CTCF-bound
chr19	36095313	36095558	EH38D3058762	EH38E1951441	dELS,CTCF-bound
chr19	36099186	36099536	EH38D3058764	EH38E1951443	dELS
chr19	36126824	36127019	EH38D3058791	EH38E1951464	dELS,CTCF-bound
chr19	36133827	36134055	EH38D3058800	EH38E1951473	dELS
chr19	36309361	36309563	EH38D3058897	EH38E1951544	CTCF-only,CTCF-bound
chr19	36334581	36334760	EH38D3058911	EH38E1951552	DNase-H3K4me3,CTCF-bound
chr19	36342783	36343125	EH38D3058915	EH38E1951555	dELS
chr19	36398586	36398933	EH38D3058933	EH38E1951570	dELS
chr19	36408070	36408415	EH38D3058936	EH38E1951572	dELS,CTCF-bound
chr19	36420467	36420640	EH38D3058948	EH38E1951581	DNase-H3K4me3
chr19	36440039	36440389	EH38D3058957	EH38E1951588	DNase-H3K4me3
chr19	36467400	36467683	EH38D3058962	EH38E1951591	dELS
chr19	36481560	36481821	EH38D3058967	EH38E1951594	DNase-H3K4me3,CTCF-bound
chr19	36530622	36530972	EH38D3058998	EH38E1951622	DNase-H3K4me3
chr19	36533541	36533889	EH38D3058999	EH38E1951623	dELS
chr19	36561424	36561680	EH38D3059004	EH38E1951627	dELS
chr19	36580032	36580357	EH38D3059018	EH38E1951640	dELS
chr19	36598797	36599096	EH38D3059019	EH38E1951641	DNase-H3K4me3
chr19	36636826	36637031	EH38D3059027	EH38E1951647	dELS
chr19	36987116	36987463	EH38D3059160	EH38E1951737	dELS
chr19	36997863	36998211	EH38D3059166	EH38E1951741	dELS
chr19	36998390	36998707	EH38D3059167	EH38E1951742	dELS
chr19	36998992	36999342	EH38D3059168	EH38E1951743	dELS,CTCF-bound
chr19	37006594	37006820	EH38D3059169	EH38E1951744	CTCF-only,CTCF-bound
chr19	37012256	37012457	EH38D3059172	EH38E1951747	dELS
chr19	37063299	37063473	EH38D3059178	EH38E1951751	dELS
chr19	37063860	37064204	EH38D3059179	EH38E1951752	dELS
chr19	37065461	37065623	EH38D3059182	EH38E1951755	dELS,CTCF-bound
chr19	37143368	37143620	EH38D3059205	EH38E1951773	DNase-H3K4me3
chr19	37191613	37191788	EH38D3059215	EH38E1951778	pELS
chr19	37214388	37214670	EH38D3059223	EH38E1951784	DNase-H3K4me3
chr19	37306650	37306818	EH38D3059244	EH38E1951803	DNase-H3K4me3
chr19	37309213	37309371	EH38D3059245	EH38E1951804	DNase-H3K4me3,CTCF-bound
chr19	37329135	37329477	EH38D3059261	EH38E1951820	dELS,CTCF-bound
chr19	37339043	37339325	EH38D3059273	EH38E1951830	pELS
chr19	37356780	37357070	EH38D3059280	EH38E1951836	dELS
chr19	37471343	37471689	EH38D3059319	EH38E1951864	dELS
chr19	37473645	37473823	EH38D3059320	EH38E1951865	DNase-H3K4me3
chr19	37502027	37502360	EH38D3059325	EH38E1951868	dELS,CTCF-bound
chr19	37511184	37511531	EH38D3059336	EH38E1951876	dELS
chr19	37511864	37512192	EH38D3059337	EH38E1951877	dELS
chr19	37523423	37523734	EH38D3059342	EH38E1951882	PLS
chr19	37546806	37547002	EH38D3059346	EH38E1951884	DNase-H3K4me3
chr19	37612884	37613039	EH38D3059375	EH38E1951907	dELS
chr19	37668420	37668596	EH38D3059392	EH38E1951922	DNase-H3K4me3
chr19	37730346	37730563	EH38D3059419	EH38E1951944	PLS,CTCF-bound
chr19	37772970	37773242	EH38D3059431	EH38E1951952	DNase-H3K4me3
chr19	37792617	37792800	EH38D3059443	EH38E1951962	DNase-H3K4me3
chr19	37809356	37809705	EH38D3059446	EH38E1951964	DNase-H3K4me3
chr19	37812194	37812542	EH38D3059448	EH38E1951965	DNase-H3K4me3
chr19	37814822	37814977	EH38D3059450	EH38E1951967	CTCF-only,CTCF-bound
chr19	37834198	37834399	EH38D3059458	EH38E1951973	DNase-H3K4me3
chr19	37853771	37853924	EH38D3059461	EH38E1951976	CTCF-only,CTCF-bound
chr19	37875293	37875470	EH38D3059478	EH38E1951985	dELS
chr19	37897859	37898160	EH38D3059491	EH38E1951992	dELS,CTCF-bound
chr19	38017485	38017711	EH38D3059642	EH38E1952126	dELS
chr19	38086170	38086391	EH38D3059732	EH38E1952207	dELS
chr19	38100702	38100873	EH38D3059744	EH38E1952215	dELS
chr19	38110084	38110341	EH38D3059748	EH38E1952219	pELS
chr19	38140359	38140649	EH38D3059764	EH38E1952233	dELS
chr19	38145006	38145343	EH38D3059768	EH38E1952237	dELS
chr19	38170407	38170733	EH38D3059789	EH38E1952255	dELS
chr19	38178736	38179019	EH38D3059798	EH38E1952260	CTCF-only,CTCF-bound
chr19	38185601	38185927	EH38D3059804	EH38E1952266	pELS
chr19	38234707	38234905	EH38D3059861	EH38E1952315	CTCF-only,CTCF-bound
chr19	38347979	38348200	EH38D3059997	EH38E1952435	CTCF-only,CTCF-bound
chr19	38354251	38354534	EH38D3060001	EH38E1952438	dELS
chr19	38422510	38422822	EH38D3060073	EH38E1952494	dELS
chr19	38431137	38431289	EH38D3060082	EH38E1952502	dELS
chr19	38431511	38431835	EH38D3060083	EH38E1952503	dELS
chr19	38443682	38443836	EH38D3060091	EH38E1952510	dELS
chr19	38457283	38457510	EH38D3060099	EH38E1952516	dELS
chr19	38464399	38464744	EH38D3060100	EH38E1952517	dELS
chr19	38469304	38469542	EH38D3060101	EH38E1952518	dELS
chr19	38511178	38511508	EH38D3060127	EH38E1952532	CTCF-only,CTCF-bound
chr19	38534283	38534592	EH38D3060142	EH38E1952542	CTCF-only,CTCF-bound
chr19	38535712	38535913	EH38D3060143	EH38E1952543	DNase-H3K4me3
chr19	38541075	38541310	EH38D3060150	EH38E1952549	CTCF-only,CTCF-bound
chr19	38548551	38548752	EH38D3060156	EH38E1952555	dELS
chr19	38606745	38606959	EH38D3060192	EH38E1952581	dELS,CTCF-bound
chr19	38626112	38626364	EH38D3060209	EH38E1952594	dELS,CTCF-bound
chr19	38753959	38754265	EH38D3060401	EH38E1952772	dELS
chr19	38787148	38787461	EH38D3060421	EH38E1952787	pELS
chr19	38801714	38801915	EH38D3060432	EH38E1952796	DNase-H3K4me3
chr19	38873234	38873393	EH38D3060532	EH38E1952889	dELS,CTCF-bound
chr19	38873455	38873767	EH38D3060533	EH38E1952890	dELS
chr19	38888985	38889328	EH38D3060553	EH38E1952907	dELS
chr19	38948516	38948735	EH38D3060618	EH38E1952955	pELS
chr19	38981374	38981715	EH38D3060648	EH38E1952980	dELS
chr19	38998756	38999028	EH38D3060660	EH38E1952988	CTCF-only,CTCF-bound
chr19	39026309	39026605	EH38D3060678	EH38E1952998	dELS
chr19	39039040	39039390	EH38D3060696	EH38E1953013	DNase-H3K4me3
chr19	39105340	39105675	EH38D3060752	EH38E1953056	dELS,CTCF-bound
chr19	39106206	39106550	EH38D3060753	EH38E1953057	dELS
chr19	39135282	39135562	EH38D3060791	EH38E1953089	pELS
chr19	39147522	39147866	EH38D3060810	EH38E1953107	dELS
chr19	39179544	39179891	EH38D3060843	EH38E1953135	dELS
chr19	39180269	39180444	EH38D3060844	EH38E1953136	dELS,CTCF-bound
chr19	39250859	39251015	EH38D3060895	EH38E1953177	CTCF-only,CTCF-bound
chr19	39253436	39253680	EH38D3060899	EH38E1953180	DNase-H3K4me3
chr19	39377727	39377995	EH38D3061011	EH38E1953278	dELS
chr19	39380054	39380313	EH38D3061013	EH38E1953280	dELS,CTCF-bound
chr19	39466019	39466230	EH38D3061142	EH38E1953402	dELS,CTCF-bound
chr19	39521838	39522067	EH38D3061191	EH38E1953448	dELS,CTCF-bound
chr19	39657297	39657479	EH38D3061278	EH38E1953525	pELS
chr19	39730435	39730785	EH38D3061331	EH38E1953572	dELS
chr19	39755910	39756237	EH38D3061350	EH38E1953587	dELS
chr19	39878071	39878226	EH38D3061445	EH38E1953663	dELS,CTCF-bound
chr19	40083171	40083417	EH38D3061579	EH38E1953783	dELS
chr19	40157071	40157420	EH38D3061623	EH38E1953817	dELS
chr19	40194233	40194498	EH38D3061662	EH38E1953848	dELS
chr19	40308492	40308778	EH38D3061783	EH38E1953962	dELS
chr19	40315479	40315629	EH38D3061788	EH38E1953966	CTCF-only,CTCF-bound
chr19	40318393	40318676	EH38D3061790	EH38E1953968	dELS
chr19	40376379	40376652	EH38D3061851	EH38E1954022	dELS
chr19	40521974	40522214	EH38D3061985	EH38E1954123	dELS
chr19	40528168	40528494	EH38D3061992	EH38E1954130	CTCF-only,CTCF-bound
chr19	40637183	40637340	EH38D3062127	EH38E1954240	CTCF-only,CTCF-bound
chr19	40661644	40661973	EH38D3062150	EH38E1954261	CTCF-only,CTCF-bound
chr19	40672074	40672302	EH38D3062166	EH38E1954273	dELS
chr19	40705870	40706124	EH38D3062207	EH38E1954307	dELS
chr19	40708184	40708417	EH38D3062208	EH38E1954308	pELS
chr19	40782049	40782396	EH38D3062297	EH38E1954389	dELS
chr19	40788229	40788529	EH38D3062303	EH38E1954395	dELS
chr19	40814247	40814488	EH38D3062348	EH38E1954437	dELS
chr19	40856179	40856376	EH38D3062383	EH38E1954464	CTCF-only,CTCF-bound
chr19	40861483	40861701	EH38D3062385	EH38E1954465	CTCF-only,CTCF-bound
chr19	40887434	40887658	EH38D3062403	EH38E1954476	dELS,CTCF-bound
chr19	40989604	40989805	EH38D3062469	EH38E1954524	pELS
chr19	41004806	41004968	EH38D3062482	EH38E1954536	DNase-H3K4me3
chr19	41116106	41116355	EH38D3062522	EH38E1954555	pELS
chr19	41121853	41122022	EH38D3062527	EH38E1954558	dELS
chr19	41133300	41133561	EH38D3062539	EH38E1954563	CTCF-only,CTCF-bound
chr19	41269103	41269301	EH38D3062661	EH38E1954659	dELS
chr19	41269666	41269872	EH38D3062662	EH38E1954660	dELS
chr19	41316345	41316680	EH38D3062708	EH38E1954703	dELS
chr19	41332923	41333105	EH38D3062738	EH38E1954733	dELS
chr19	41371608	41371857	EH38D3062788	EH38E1954776	dELS,CTCF-bound
chr19	41385785	41386018	EH38D3062804	EH38E1954791	dELS
chr19	41401513	41401863	EH38D3062819	EH38E1954806	dELS
chr19	41413733	41413946	EH38D3062835	EH38E1954818	dELS
chr19	41418042	41418392	EH38D3062839	EH38E1954822	dELS
chr19	41455950	41456296	EH38D3062878	EH38E1954857	dELS
chr19	41476290	41476570	EH38D3062884	EH38E1954863	dELS
chr19	41600110	41600332	EH38D3062972	EH38E1954939	pELS,CTCF-bound
chr19	41600648	41600896	EH38D3062973	EH38E1954940	pELS
chr19	41600912	41601107	EH38D3062974	EH38E1954941	pELS
chr19	41898648	41898918	EH38D3063174	EH38E1955103	dELS,CTCF-bound
chr19	41926312	41926468	EH38D3063213	EH38E1955134	DNase-H3K4me3,CTCF-bound
chr19	42037645	42037919	EH38D3063328	EH38E1955233	dELS,CTCF-bound
chr19	42045628	42045951	EH38D3063335	EH38E1955240	dELS
chr19	42046543	42046737	EH38D3063336	EH38E1955241	dELS,CTCF-bound
chr19	42097966	42098173	EH38D3063395	EH38E1955285	dELS,CTCF-bound
chr19	42100962	42101148	EH38D3063399	EH38E1955289	CTCF-only,CTCF-bound
chr19	42335054	42335348	EH38D3063722	EH38E1955563	dELS
chr19	42339198	42339466	EH38D3063724	EH38E1955565	dELS,CTCF-bound
